geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.3547428153,-99.0559061958",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3131316107,-99.1176621619",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3543125217,-99.1708422135",Hidrometeorológicos,Inundaciones,Alto,Coyoacán,4.0
"19.2954956513,-99.1163100786",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2657755217,-99.1676617302",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.2951719496,-99.0309308331",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2961273626,-99.0579614257",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4967162435,-99.0868014417",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2987410137,-99.1260149472",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.4895809924,-99.1109486519",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3253527898,-99.1332489676",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3461983517,-99.1253864242",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.324784012,-99.1114052537",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3611441085,-99.0131681021",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2879471015,-99.0602506623",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3029281745,-99.0840121397",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.372254191,-99.0203536467",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3665871269,-99.1206775705",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3795626346,-99.0847729499",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3706520002,-99.0055701962",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4143658822,-99.0942224111",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3739558762,-99.0453639754",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4698038364,-99.1648159911",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3782763424,-99.0696011655",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3976542483,-99.0739536878",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3789038379,-99.1269985213",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3827733466,-99.0580199058",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3276668657,-99.0520583279",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3400224,-99.1120236498",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3875810743,-99.1169018865",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3691171056,-99.1643213672",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3499612368,-99.0618445374",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3776210993,-99.0296737177",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.374583687,-99.1327498215",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3109881499,-99.0899412391",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3088972375,-99.0732813308",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4055297655,-99.147767764",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4198839965,-99.1736619758",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3719065933,-99.1251002282",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.5042739969,-99.0825507865",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4521064947,-99.0574149754",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2708791397,-99.1032964342",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.410764573,-99.1430053366",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4993167443,-99.069359239",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3782910037,-99.1379507475",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3779204637,-99.1239951482",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3939793216,-99.1304109816",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3901375429,-99.1835619454",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4057519237,-99.1740683274",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.299173463,-99.0587239766",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3012235873,-99.041917039",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2489532767,-99.0966847121",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.4469412715,-99.1233869992",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4572667205,-99.1520329073",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4398019037,-99.1106126356",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4330381742,-99.1182642841",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4249159039,-99.1639041351",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4253033322,-99.1031332517",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2948004811,-99.0380209762",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3805931863,-99.0354279835",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2924911119,-99.1211833496",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2807575203,-99.0340147496",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3678139995,-99.0341133668",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3086381339,-98.9710234645",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2231229281,-98.9645987714",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.3146127249,-98.9679396149",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.23759596,-99.003174216",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2959792946,-99.0446021133",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3220787679,-99.1211735692",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.4707949623,-99.149151303",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.2891996395,-99.0477206304",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3178437112,-99.1288200309",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3262721179,-99.1212479089",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3832538664,-99.1545055516",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4139218993,-99.1073817788",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4606424481,-99.1631086524",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.424046375,-99.1219160059",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2969269346,-98.9984809023",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3600205479,-99.0553050144",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2520723453,-99.0084799528",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.368624195,-99.0302401041",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4131877782,-99.1027789524",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.33460829,-99.1306266329",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.2530196527,-99.0795283804",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.4178591547,-99.0580103927",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.441775567,-99.180236482",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.3481936111,-99.0297608574",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4421627426,-99.1064697082",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3730985297,-99.1146884975",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4545688987,-99.1272590904",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3842934423,-99.1232550756",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4588865958,-99.0903714801",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4951553899,-99.1279766328",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4864705107,-99.0874781179",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3854739811,-99.1058573079",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5088110318,-99.1371367053",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4777523356,-99.0711744445",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3133896573,-99.1418882262",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3445460014,-99.1716572058",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4967162435,-99.0868014417",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4938876919,-99.1846364537",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3862902972,-99.1097101017",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.5009715659,-99.09165273",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.2284921231,-98.9668113753",Hidrometeorológicos,Inundaciones,Alto,Tláhuac,4.0
"19.4711318407,-99.0752243308",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3286504544,-99.0848408645",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.341672764,-99.1617728001",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4572095871,-99.0948894505",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3503727883,-99.0438672234",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3597218649,-99.0766965501",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3831780908,-99.0340038688",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4718484557,-99.1668021246",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3744762078,-99.0112852935",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3573343224,-99.0798790081",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4946341174,-99.1925463843",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3869965887,-99.0825090796",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4807639025,-99.1442661246",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3130469767,-99.1222375517",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3729075263,-99.1198318378",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3581885621,-99.0668331427",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3598689489,-99.044624797",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4330797657,-99.1216628017",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4410836074,-99.0872289439",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4182128148,-99.0896215545",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4143658822,-99.0942224111",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.429514208,-99.0614361583",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4835426339,-99.1846155272",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.498446498,-99.2046853737",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4203520363,-99.1002708525",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.2905395677,-99.1236396766",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.4355048589,-99.1742159282",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4731017388,-99.1666485173",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4431332157,-99.1119223856",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.2633072327,-99.1265216306",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.4197154722,-99.121844137",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4153718025,-99.1002308524",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4549817639,-99.149201309",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4560081269,-99.1483064033",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.455785477,-99.1470635718",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4692695026,-99.1977386282",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.418665506,-99.1028285885",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4525118188,-99.1418336576",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4180688803,-99.1004314828",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4284098601,-99.0604015966",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4095249806,-99.1574673896",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4594131988,-99.1445807304",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4046622859,-99.0806626712",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4022649405,-99.1041195649",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5101762935,-99.0998092262",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4159269987,-99.1365854716",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4959100858,-99.152510601",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4030403112,-99.0646291945",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4282498714,-99.1394245172",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.5192607895,-99.1467097579",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4390908799,-99.1415055935",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3954860145,-99.1041299815",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4038237802,-99.1650549808",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4992953672,-99.0946149809",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4115292337,-99.1261562644",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.392055526,-99.0983867869",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4160133133,-99.0817250618",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4121292154,-99.1058007814",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4105844887,-99.0861002706",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4124646557,-99.0941487695",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4504614117,-99.1060860893",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.2185582633,-98.955986568",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.4470301531,-99.0616872115",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4631008726,-99.1804600303",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3905750675,-99.144452701",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4030012176,-99.1505514844",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3747552905,-99.1045378548",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.5006153699,-99.0843594854",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.1985821034,-99.0107415297",Socio Organizativo,N/D,Muy Alto,Milpa Alta,5.0
"19.3901375429,-99.1835619454",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.5279442108,-99.1516653293",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3923820189,-99.1355260449",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2791954439,-99.0032555606",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2922501665,-99.128459787",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.4628978777,-99.0929070116",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4861040711,-99.1930281238",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3788807765,-99.057615459",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4583153378,-99.0638855904",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4850893651,-99.1999814237",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3774270257,-99.0402298177",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3091256399,-99.1063317562",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.2609460682,-99.1174357785",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.344793619,-98.9935595499",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3230654946,-99.0562435207",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.4263985285,-99.1711469422",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4032274812,-99.0760409626",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4495648374,-99.0646524771",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4521064947,-99.0574149754",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.410764573,-99.1430053366",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4030403112,-99.0646291945",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.346331263,-99.0378156739",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4163444843,-99.1411429221",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4252629696,-99.1377302022",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4832735556,-99.1352894423",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3929237547,-99.0635932445",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4089225692,-99.0736013576",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4018389703,-99.1276741672",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4758212603,-99.1025757607",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5156444798,-99.1402397091",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4876212616,-99.0718064442",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3499612368,-99.0618445374",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3386597308,-99.0338314936",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3523624637,-99.032019888",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3793236853,-99.0508397234",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2865492533,-99.1611577494",Hidrometeorológicos,Inundaciones,Alto,Tlalpan,4.0
"19.3309113382,-99.107187824",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3786515614,-99.1171480576",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2293207067,-99.0995346037",Socio Organizativo,N/D,Muy Alto,Xochimilco,5.0
"19.3002932032,-99.029687491",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2187731015,-98.9773297448",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2212396462,-98.979541979",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.3970729512,-99.135602476",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2895469884,-99.0572551819",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3991171812,-99.1627987812",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2752671369,-99.0360592332",Socio Organizativo,N/D,Muy Alto,TlÃ¡huac,5.0
"19.2492060201,-99.0759042642",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3817083305,-99.0352399487",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.286952728,-99.1108470734",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3839221343,-99.140786655",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2731264162,-99.2259778821",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.3956360376,-99.1522838564",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3942994565,-99.1476930787",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3839221343,-99.140786655",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3962274296,-99.1761194936",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.2752554444,-98.9943823587",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3025862964,-99.0470818801",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.290202584,-99.0532306325",Socio Organizativo,N/D,Alto,TlÃ¡huac,4.0
"19.3274338878,-99.2544405482",Socio Organizativo,N/D,Alto,Ãlvaro ObregÃ³n,4.0
"19.3917337284,-99.0427173499",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.299173463,-99.0587239766",Socio Organizativo,N/D,Alto,TlÃ¡huac,4.0
"19.2916287089,-99.1348831155",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2867755832,-98.994797118",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.304828314,-99.0181959533",Socio Organizativo,N/D,Alto,TlÃ¡huac,4.0
"19.2877045118,-99.0576441082",Socio Organizativo,N/D,Alto,TlÃ¡huac,4.0
"19.2609460682,-99.1174357785",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.5023883951,-99.2060785162",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.2610984322,-99.1195936918",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.4927425982,-99.1623695354",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3266050682,-98.9777603311",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.2640811169,-99.0183384638",Hidrometeorológicos,Inundaciones,Alto,Tláhuac,4.0
"19.3620406456,-99.2410714541",Socio Organizativo,N/D,Alto,Ãlvaro ObregÃ³n,4.0
"19.3115466783,-99.1308384823",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3304627323,-99.0597159876",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3305263632,-99.0620509317",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.446806175,-99.1975055034",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.2934816367,-99.0054347955",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3034494288,-99.1050255552",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.2615393885,-99.005591235",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2959792946,-99.0446021133",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2884981081,-99.0429799862",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.4393746202,-99.1899523152",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.448233866,-99.1150965179",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4994654023,-99.2006880547",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4418833967,-99.1730861013",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4487736867,-99.1066247623",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4359744143,-99.1339579713",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4453527486,-99.1762619199",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.409592742,-99.0834515202",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4157217179,-99.1229804283",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4157758814,-99.110203461",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4127672361,-99.1182527589",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4233504091,-99.1131214957",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4482523859,-99.1288899304",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4298513234,-99.1756519801",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4185766291,-99.1091235287",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4529809324,-99.1346496714",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4509636834,-99.0755655232",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
